Variable xr: a, t, e 
131,3,20,58 
131,4,20,58 
131,5,20,58 
131,6,20,58 
131,7,20,58 
131,8,20,58 
131,9,20,58 
131,10,20,58 
130,1,1,59 
130,2,1,59 
130,3,1,59 
130,4,1,59 
130,5,1,59 
130,6,1,59 
130,7,1,59 
130,8,1,59 
130,9,1,59 
130,10,1,59 
0,1,2,59 
0,2,2,59 
0,3,2,59 
0,4,2,59 
0,5,2,59 
0,6,2,59 
0,7,2,59 
0,8,2,59 
0,9,2,59 
0,10,2,59 
133,1,3,59 
133,2,3,59 
133,3,3,59 
133,4,3,59 
133,5,3,59 
133,6,3,59 
133,7,3,59 
133,8,3,59 
133,9,3,59 
133,10,3,59 
130,1,4,59 
130,2,4,59 
130,3,4,59 
130,4,4,59 
130,5,4,59 
130,6,4,59 
130,7,4,59 
130,8,4,59 
130,9,4,59 
130,10,4,59 
126,1,5,59 
126,2,5,59 
126,3,5,59 
126,4,5,59 
126,5,5,59 
126,6,5,59 
126,7,5,59 
126,8,5,59 
126,9,5,59 
126,10,5,59 
130,1,6,59 
130,2,6,59 
130,3,6,59 
130,4,6,59 
130,5,6,59 
130,6,6,59 
130,7,6,59 
130,8,6,59 
130,9,6,59 
130,10,6,59 
132,1,7,59 
132,2,7,59 
132,3,7,59 
132,4,7,59 
132,5,7,59 
132,6,7,59 
132,7,7,59 
132,8,7,59 
132,9,7,59 
132,10,7,59 
134,1,8,59 
134,2,8,59 
134,3,8,59 
134,4,8,59 
134,5,8,59 
134,6,8,59 
134,7,8,59 
134,8,8,59 
134,9,8,59 
134,10,8,59 
132,1,9,59 
132,2,9,59 
132,3,9,59 
132,4,9,59 
132,5,9,59 
132,6,9,59 
132,7,9,59 
132,8,9,59 
132,9,9,59 
132,10,9,59 
126,1,10,59 
126,2,10,59 
126,3,10,59 
126,4,10,59 
126,5,10,59 
126,6,10,59 
126,7,10,59 
126,8,10,59 
126,9,10,59 
126,10,10,59 
129,1,11,59 
129,2,11,59 
129,3,11,59 
129,4,11,59 
129,5,11,59 
129,6,11,59 
129,7,11,59 
129,8,11,59 
129,9,11,59 
129,10,11,59 
134,1,12,59 
134,2,12,59 
134,3,12,59 
134,4,12,59 
134,5,12,59 
134,6,12,59 
134,7,12,59 
134,8,12,59 
134,9,12,59 
134,10,12,59 
134,1,13,59 
134,2,13,59 
134,3,13,59 
134,4,13,59 
134,5,13,59 
134,6,13,59 
134,7,13,59 
134,8,13,59 
134,9,13,59 
134,10,13,59 
130,1,14,59 
130,2,14,59 
130,3,14,59 
130,4,14,59 
130,5,14,59 
130,6,14,59 
130,7,14,59 
130,8,14,59 
130,9,14,59 
130,10,14,59 
129,1,15,59 
129,2,15,59 
129,3,15,59 
129,4,15,59 
129,5,15,59 
129,6,15,59 
129,7,15,59 
129,8,15,59 
129,9,15,59 
129,10,15,59 
129,1,16,59 
129,2,16,59 
129,3,16,59 
129,4,16,59 
129,5,16,59 
129,6,16,59 
129,7,16,59 
129,8,16,59 
129,9,16,59 
129,10,16,59 
127,1,17,59 
127,2,17,59 
127,3,17,59 
127,4,17,59 
127,5,17,59 
127,6,17,59 
127,7,17,59 
127,8,17,59 
127,9,17,59 
127,10,17,59 
132,1,18,59 
132,2,18,59 
132,3,18,59 
132,4,18,59 
132,5,18,59 
132,6,18,59 
132,7,18,59 
132,8,18,59 
132,9,18,59 
132,10,18,59 
132,1,19,59 
132,2,19,59 
132,3,19,59 
132,4,19,59 
132,5,19,59 
132,6,19,59 
132,7,19,59 
132,8,19,59 
132,9,19,59 
132,10,19,59 
134,1,20,59 
134,2,20,59 
134,3,20,59 
134,4,20,59 
134,5,20,59 
134,6,20,59 
134,7,20,59 
134,8,20,59 
134,9,20,59 
134,10,20,59 
125,1,1,60 
125,2,1,60 
125,3,1,60 
125,4,1,60 
125,5,1,60 
125,6,1,60 
125,7,1,60 
125,8,1,60 
125,9,1,60 
125,10,1,60 
0,1,2,60 
0,2,2,60 
0,3,2,60 
0,4,2,60 
0,5,2,60 
0,6,2,60 
0,7,2,60 
0,8,2,60 
0,9,2,60 
0,10,2,60 
132,1,3,60 
132,2,3,60 
132,3,3,60 
132,4,3,60 
132,5,3,60 
132,6,3,60 
132,7,3,60 
132,8,3,60 
132,9,3,60 
132,10,3,60 
124,1,4,60 
124,2,4,60 
124,3,4,60 
124,4,4,60 
124,5,4,60 
124,6,4,60 
124,7,4,60 
124,8,4,60 
124,9,4,60 
124,10,4,60 
128,1,5,60 
128,2,5,60 
128,3,5,60 
128,4,5,60 
128,5,5,60 
128,6,5,60 
128,7,5,60 
128,8,5,60 
128,9,5,60 
128,10,5,60 
131,1,6,60 
131,2,6,60 
131,3,6,60 
131,4,6,60 
131,5,6,60 
131,6,6,60 
131,7,6,60 
131,8,6,60 
131,9,6,60 
131,10,6,60 
129,1,7,60 
129,2,7,60 
129,3,7,60 
129,4,7,60 
129,5,7,60 
129,6,7,60 
129,7,7,60 
129,8,7,60 
129,9,7,60 
129,10,7,60 
128,1,8,60 
128,2,8,60 
128,3,8,60 
128,4,8,60 
128,5,8,60 
128,6,8,60 
128,7,8,60 
128,8,8,60 
128,9,8,60 
128,10,8,60 
130,1,9,60 
130,2,9,60 
130,3,9,60 
130,4,9,60 
130,5,9,60 
130,6,9,60 
130,7,9,60 
130,8,9,60 
130,9,9,60 
130,10,9,60 
130,1,10,60 
130,2,10,60 
130,3,10,60 
130,4,10,60 
130,5,10,60 
130,6,10,60 
130,7,10,60 
130,8,10,60 
130,9,10,60 
130,10,10,60 
129,1,11,60 
129,2,11,60 
129,3,11,60 
129,4,11,60 
129,5,11,60 
129,6,11,60 
129,7,11,60 
129,8,11,60 
129,9,11,60 
129,10,11,60 
129,1,12,60 
129,2,12,60 
129,3,12,60 
129,4,12,60 
129,5,12,60 
129,6,12,60 
129,7,12,60 
129,8,12,60 
129,9,12,60 
129,10,12,60 
129,1,13,60 
129,2,13,60 
129,3,13,60 
129,4,13,60 
129,5,13,60 
129,6,13,60 
129,7,13,60 
129,8,13,60 
129,9,13,60 
129,10,13,60 
129,1,14,60 
129,2,14,60 
129,3,14,60 
129,4,14,60 
129,5,14,60 
129,6,14,60 
129,7,14,60 
129,8,14,60 
129,9,14,60 
129,10,14,60 
128,1,15,60 
128,2,15,60 
128,3,15,60 
128,4,15,60 
128,5,15,60 
128,6,15,60 
128,7,15,60 
128,8,15,60 
128,9,15,60 
128,10,15,60 
128,1,16,60 
128,2,16,60 
128,3,16,60 
128,4,16,60 
128,5,16,60 
128,6,16,60 
128,7,16,60 
128,8,16,60 
128,9,16,60 
128,10,16,60 
123,1,17,60 
123,2,17,60 
123,3,17,60 
123,4,17,60 
123,5,17,60 
123,6,17,60 
123,7,17,60 
123,8,17,60 
123,9,17,60 
123,10,17,60 
128,1,18,60 
128,2,18,60 
128,3,18,60 
128,4,18,60 
128,5,18,60 
128,6,18,60 
128,7,18,60 
128,8,18,60 
128,9,18,60 
128,10,18,60 
132,1,19,60 
132,2,19,60 
132,3,19,60 
132,4,19,60 
132,5,19,60 
132,6,19,60 
132,7,19,60 
132,8,19,60 
132,9,19,60 
132,10,19,60 
129,1,20,60 
129,2,20,60 
129,3,20,60 
129,4,20,60 
129,5,20,60 
129,6,20,60 
129,7,20,60 
129,8,20,60 
129,9,20,60 
129,10,20,60 
132,1,1,61 
132,2,1,61 
132,3,1,61 
132,4,1,61 
132,5,1,61 
132,6,1,61 
132,7,1,61 
132,8,1,61 
132,9,1,61 
132,10,1,61 
0,1,2,61 
0,2,2,61 
0,3,2,61 
0,4,2,61 
0,5,2,61 
0,6,2,61 
0,7,2,61 
0,8,2,61 
0,9,2,61 
0,10,2,61 
129,1,3,61 
129,2,3,61 
129,3,3,61 
129,4,3,61 
129,5,3,61 
129,6,3,61 
129,7,3,61 
129,8,3,61 
129,9,3,61 
129,10,3,61 
127,1,4,61 
127,2,4,61 
127,3,4,61 
127,4,4,61 
127,5,4,61 
127,6,4,61 
127,7,4,61 
127,8,4,61 
127,9,4,61 
127,10,4,61 
131,1,5,61 
131,2,5,61 
131,3,5,61 
131,4,5,61 
131,5,5,61 
131,6,5,61 
131,7,5,61 
131,8,5,61 
131,9,5,61 
131,10,5,61 
129,1,6,61 
129,2,6,61 
129,3,6,61 
129,4,6,61 
129,5,6,61 
129,6,6,61 
129,7,6,61 
129,8,6,61 
129,9,6,61 
129,10,6,61 
131,1,7,61 
131,2,7,61 
131,3,7,61 
131,4,7,61 
131,5,7,61 
131,6,7,61 
131,7,7,61 
131,8,7,61 
131,9,7,61 
131,10,7,61 
129,1,8,61 
129,2,8,61 
129,3,8,61 
129,4,8,61 
129,5,8,61 
129,6,8,61 
129,7,8,61 
129,8,8,61 
129,9,8,61 
129,10,8,61 
129,1,9,61 
129,2,9,61 
129,3,9,61 
129,4,9,61 
129,5,9,61 
129,6,9,61 
129,7,9,61 
129,8,9,61 
129,9,9,61 
129,10,9,61 
130,1,10,61 
130,2,10,61 
130,3,10,61 
130,4,10,61 
130,5,10,61 
130,6,10,61 
130,7,10,61 
130,8,10,61 
130,9,10,61 
130,10,10,61 
129,1,11,61 
129,2,11,61 
129,3,11,61 
129,4,11,61 
129,5,11,61 
129,6,11,61 
129,7,11,61 
129,8,11,61 
129,9,11,61 
129,10,11,61 
129,1,12,61 
129,2,12,61 
129,3,12,61 
129,4,12,61 
129,5,12,61 
129,6,12,61 
129,7,12,61 
129,8,12,61 
129,9,12,61 
129,10,12,61 
126,1,13,61 
126,2,13,61 
126,3,13,61 
126,4,13,61 
126,5,13,61 
126,6,13,61 
126,7,13,61 
126,8,13,61 
126,9,13,61 
126,10,13,61 
128,1,14,61 
128,2,14,61 
128,3,14,61 
128,4,14,61 
128,5,14,61 
128,6,14,61 
128,7,14,61 
128,8,14,61 
128,9,14,61 
128,10,14,61 
122,1,15,61 
122,2,15,61 
122,3,15,61 
122,4,15,61 
122,5,15,61 
122,6,15,61 
122,7,15,61 
122,8,15,61 
122,9,15,61 
122,10,15,61 
130,1,16,61 
130,2,16,61 
130,3,16,61 
130,4,16,61 
130,5,16,61 
130,6,16,61 
130,7,16,61 
130,8,16,61 
130,9,16,61 
130,10,16,61 
129,1,17,61 
129,2,17,61 
129,3,17,61 
129,4,17,61 
129,5,17,61 
129,6,17,61 
129,7,17,61 
129,8,17,61 
129,9,17,61 
129,10,17,61 
127,1,18,61 
127,2,18,61 
127,3,18,61 
127,4,18,61 
127,5,18,61 
127,6,18,61 
127,7,18,61 
127,8,18,61 
127,9,18,61 
127,10,18,61 
128,1,19,61 
128,2,19,61 
128,3,19,61 
128,4,19,61 
128,5,19,61 
128,6,19,61 
128,7,19,61 
128,8,19,61 
128,9,19,61 
128,10,19,61 
129,1,20,61 
129,2,20,61 
129,3,20,61 
129,4,20,61 
129,5,20,61 
129,6,20,61 
129,7,20,61 
129,8,20,61 
129,9,20,61 
129,10,20,61 
130,1,1,62 
130,2,1,62 
130,3,1,62 
130,4,1,62 
130,5,1,62 
130,6,1,62 
130,7,1,62 
130,8,1,62 
130,9,1,62 
130,10,1,62 
0,1,2,62 
0,2,2,62 
0,3,2,62 
0,4,2,62 
0,5,2,62 
0,6,2,62 
0,7,2,62 
0,8,2,62 
0,9,2,62 
0,10,2,62 
128,1,3,62 
128,2,3,62 
128,3,3,62 
128,4,3,62 
128,5,3,62 
128,6,3,62 
128,7,3,62 
128,8,3,62 
128,9,3,62 
128,10,3,62 
129,1,4,62 
129,2,4,62 
129,3,4,62 
129,4,4,62 
129,5,4,62 
129,6,4,62 
129,7,4,62 
129,8,4,62 
129,9,4,62 
129,10,4,62 
131,1,5,62 
131,2,5,62 
131,3,5,62 
131,4,5,62 
131,5,5,62 
131,6,5,62 
131,7,5,62 
131,8,5,62 
131,9,5,62 
131,10,5,62 
129,1,6,62 
129,2,6,62 
129,3,6,62 
129,4,6,62 
129,5,6,62 
129,6,6,62 
129,7,6,62 
129,8,6,62 
129,9,6,62 
129,10,6,62 
125,1,7,62 
125,2,7,62 
125,3,7,62 
125,4,7,62 
125,5,7,62 
125,6,7,62 
125,7,7,62 
125,8,7,62 
125,9,7,62 
125,10,7,62 
131,1,8,62 
131,2,8,62 
131,3,8,62 
131,4,8,62 
131,5,8,62 
131,6,8,62 
131,7,8,62 
131,8,8,62 
131,9,8,62 
131,10,8,62 
132,1,9,62 
132,2,9,62 
132,3,9,62 
132,4,9,62 
132,5,9,62 
132,6,9,62 
132,7,9,62 
132,8,9,62 
132,9,9,62 
132,10,9,62 
129,1,10,62 
129,2,10,62 
129,3,10,62 
129,4,10,62 
129,5,10,62 
129,6,10,62 
129,7,10,62 
129,8,10,62 
129,9,10,62 
129,10,10,62 
132,1,11,62 
132,2,11,62 
132,3,11,62 
132,4,11,62 
132,5,11,62 
132,6,11,62 
132,7,11,62 
132,8,11,62 
132,9,11,62 
132,10,11,62 
128,1,12,62 
128,2,12,62 
128,3,12,62 
128,4,12,62 
128,5,12,62 
128,6,12,62 
128,7,12,62 
128,8,12,62 
128,9,12,62 
128,10,12,62 
125,1,13,62 
125,2,13,62 
125,3,13,62 
125,4,13,62 
125,5,13,62 
125,6,13,62 
125,7,13,62 
125,8,13,62 
125,9,13,62 
125,10,13,62 
133,1,14,62 
133,2,14,62 
133,3,14,62 
133,4,14,62 
133,5,14,62 
133,6,14,62 
133,7,14,62 
133,8,14,62 
133,9,14,62 
133,10,14,62 
134,1,15,62 
134,2,15,62 
134,3,15,62 
134,4,15,62 
134,5,15,62 
134,6,15,62 
134,7,15,62 
134,8,15,62 
134,9,15,62 
134,10,15,62 
134,1,16,62 
134,2,16,62 
134,3,16,62 
134,4,16,62 
134,5,16,62 
134,6,16,62 
134,7,16,62 
134,8,16,62 
134,9,16,62 
134,10,16,62 
130,1,17,62 
130,2,17,62 
130,3,17,62 
130,4,17,62 
130,5,17,62 
130,6,17,62 
130,7,17,62 
130,8,17,62 
130,9,17,62 
130,10,17,62 
128,1,18,62 
128,2,18,62 
128,3,18,62 
128,4,18,62 
128,5,18,62 
128,6,18,62 
128,7,18,62 
128,8,18,62 
128,9,18,62 
128,10,18,62 
126,1,19,62 
126,2,19,62 
126,3,19,62 
126,4,19,62 
126,5,19,62 
126,6,19,62 
126,7,19,62 
126,8,19,62 
126,9,19,62 
126,10,19,62 
137,1,20,62 
137,2,20,62 
137,3,20,62 
137,4,20,62 
137,5,20,62 
137,6,20,62 
137,7,20,62 
137,8,20,62 
137,9,20,62 
137,10,20,62 
257,1,1,63 
257,2,1,63 
257,3,1,63 
257,4,1,63 
257,5,1,63 
257,6,1,63 
257,7,1,63 
257,8,1,63 
257,9,1,63 
257,10,1,63 
0,1,2,63 
0,2,2,63 
0,3,2,63 
0,4,2,63 
0,5,2,63 
0,6,2,63 
0,7,2,63 
0,8,2,63 
0,9,2,63 
0,10,2,63 
0,1,3,63 
0,2,3,63 
0,3,3,63 
0,4,3,63 
0,5,3,63 
0,6,3,63 
0,7,3,63 
0,8,3,63 
0,9,3,63 
0,10,3,63 
132,1,4,63 
132,2,4,63 
132,3,4,63 
132,4,4,63 
132,5,4,63 
132,6,4,63 
132,7,4,63 
132,8,4,63 
132,9,4,63 
132,10,4,63 
130,1,5,63 
130,2,5,63 
130,3,5,63 
130,4,5,63 
130,5,5,63 
130,6,5,63 
130,7,5,63 
130,8,5,63 
130,9,5,63 
130,10,5,63 
132,1,6,63 
132,2,6,63 
132,3,6,63 
132,4,6,63 
132,5,6,63 
132,6,6,63 
132,7,6,63 
132,8,6,63 
132,9,6,63 
132,10,6,63 
132,1,7,63 
132,2,7,63 
132,3,7,63 
132,4,7,63 
132,5,7,63 
132,6,7,63 
132,7,7,63 
132,8,7,63 
132,9,7,63 
132,10,7,63 
133,1,8,63 
133,2,8,63 
133,3,8,63 
133,4,8,63 
133,5,8,63 
133,6,8,63 
133,7,8,63 
133,8,8,63 
133,9,8,63 
133,10,8,63 
132,1,9,63 
132,2,9,63 
132,3,9,63 
132,4,9,63 
132,5,9,63 
132,6,9,63 
132,7,9,63 
132,8,9,63 
132,9,9,63 
132,10,9,63 
133,1,10,63 
133,2,10,63 
133,3,10,63 
133,4,10,63 
133,5,10,63 
133,6,10,63 
133,7,10,63 
133,8,10,63 
133,9,10,63 
133,10,10,63 
134,1,11,63 
134,2,11,63 
134,3,11,63 
134,4,11,63 
134,5,11,63 
134,6,11,63 
134,7,11,63 
134,8,11,63 
134,9,11,63 
134,10,11,63 
133,1,12,63 
133,2,12,63 
133,3,12,63 
133,4,12,63 
133,5,12,63 
133,6,12,63 
133,7,12,63 
133,8,12,63 
133,9,12,63 
133,10,12,63 
132,1,13,63 
132,2,13,63 
132,3,13,63 
132,4,13,63 
132,5,13,63 
132,6,13,63 
132,7,13,63 
132,8,13,63 
132,9,13,63 
132,10,13,63 
127,1,14,63 
127,2,14,63 
127,3,14,63 
127,4,14,63 
127,5,14,63 
127,6,14,63 
127,7,14,63 
127,8,14,63 
127,9,14,63 
127,10,14,63 
134,1,15,63 
134,2,15,63 
134,3,15,63 
134,4,15,63 
134,5,15,63 
134,6,15,63 
134,7,15,63 
134,8,15,63 
134,9,15,63 
134,10,15,63 
126,1,16,63 
126,2,16,63 
126,3,16,63 
126,4,16,63 
126,5,16,63 
126,6,16,63 
126,7,16,63 
126,8,16,63 
126,9,16,63 
126,10,16,63 
129,1,17,63 
129,2,17,63 
129,3,17,63 
129,4,17,63 
129,5,17,63 
129,6,17,63 
129,7,17,63 
129,8,17,63 
129,9,17,63 
129,10,17,63 
130,1,18,63 
130,2,18,63 
130,3,18,63 
130,4,18,63 
130,5,18,63 
130,6,18,63 
130,7,18,63 
130,8,18,63 
130,9,18,63 
130,10,18,63 
125,1,19,63 
125,2,19,63 
125,3,19,63 
125,4,19,63 
125,5,19,63 
125,6,19,63 
125,7,19,63 
125,8,19,63 
125,9,19,63 
125,10,19,63 
132,1,20,63 
132,2,20,63 
132,3,20,63 
132,4,20,63 
132,5,20,63 
132,6,20,63 
132,7,20,63 
132,8,20,63 
132,9,20,63 
132,10,20,63 
259,1,1,64 
259,2,1,64 
259,3,1,64 
259,4,1,64 
259,5,1,64 
259,6,1,64 
259,7,1,64 
259,8,1,64 
259,9,1,64 
259,10,1,64 
0,1,2,64 
0,2,2,64 
0,3,2,64 
0,4,2,64 
0,5,2,64 
0,6,2,64 
0,7,2,64 
0,8,2,64 
0,9,2,64 
0,10,2,64 
0,1,3,64 
0,2,3,64 
0,3,3,64 
0,4,3,64 
0,5,3,64 
0,6,3,64 
0,7,3,64 
0,8,3,64 
0,9,3,64 
0,10,3,64 
127,1,4,64 
127,2,4,64 
127,3,4,64 
127,4,4,64 
127,5,4,64 
127,6,4,64 
127,7,4,64 
127,8,4,64 
127,9,4,64 
127,10,4,64 
131,1,5,64 
131,2,5,64 
131,3,5,64 
131,4,5,64 
131,5,5,64 
131,6,5,64 
131,7,5,64 
131,8,5,64 
131,9,5,64 
131,10,5,64 
129,1,6,64 
129,2,6,64 
129,3,6,64 
129,4,6,64 
129,5,6,64 
129,6,6,64 
129,7,6,64 
129,8,6,64 
129,9,6,64 
129,10,6,64 
132,1,7,64 
132,2,7,64 
132,3,7,64 
132,4,7,64 
132,5,7,64 
132,6,7,64 
132,7,7,64 
132,8,7,64 
132,9,7,64 
132,10,7,64 
129,1,8,64 
129,2,8,64 
129,3,8,64 
129,4,8,64 
129,5,8,64 
129,6,8,64 
129,7,8,64 
129,8,8,64 
129,9,8,64 
129,10,8,64 
128,1,9,64 
128,2,9,64 
128,3,9,64 
128,4,9,64 
128,5,9,64 
128,6,9,64 
128,7,9,64 
128,8,9,64 
128,9,9,64 
128,10,9,64 
131,1,10,64 
131,2,10,64 
131,3,10,64 
131,4,10,64 
131,5,10,64 
131,6,10,64 
131,7,10,64 
131,8,10,64 
131,9,10,64 
131,10,10,64 
133,1,11,64 
133,2,11,64 
133,3,11,64 
133,4,11,64 
133,5,11,64 
133,6,11,64 
133,7,11,64 
133,8,11,64 
133,9,11,64 
133,10,11,64 
134,1,12,64 
134,2,12,64 
134,3,12,64 
134,4,12,64 
134,5,12,64 
134,6,12,64 
134,7,12,64 
134,8,12,64 
134,9,12,64 
134,10,12,64 
129,1,13,64 
129,2,13,64 
129,3,13,64 
129,4,13,64 
129,5,13,64 
129,6,13,64 
129,7,13,64 
129,8,13,64 
129,9,13,64 
129,10,13,64 
130,1,14,64 
130,2,14,64 
130,3,14,64 
130,4,14,64 
130,5,14,64 
130,6,14,64 
130,7,14,64 
130,8,14,64 
130,9,14,64 
130,10,14,64 
133,1,15,64 
133,2,15,64 
133,3,15,64 
133,4,15,64 
133,5,15,64 
133,6,15,64 
133,7,15,64 
133,8,15,64 
133,9,15,64 
133,10,15,64 
132,1,16,64 
132,2,16,64 
132,3,16,64 
132,4,16,64 
132,5,16,64 
132,6,16,64 
132,7,16,64 
132,8,16,64 
132,9,16,64 
132,10,16,64 
131,1,17,64 
131,2,17,64 
131,3,17,64 
131,4,17,64 
131,5,17,64 
131,6,17,64 
131,7,17,64 
131,8,17,64 
131,9,17,64 
131,10,17,64 
131,1,18,64 
131,2,18,64 
131,3,18,64 
131,4,18,64 
131,5,18,64 
131,6,18,64 
131,7,18,64 
131,8,18,64 
131,9,18,64 
131,10,18,64 
132,1,19,64 
132,2,19,64 
132,3,19,64 
132,4,19,64 
132,5,19,64 
132,6,19,64 
132,7,19,64 
132,8,19,64 
132,9,19,64 
132,10,19,64 
131,1,20,64 
131,2,20,64 
131,3,20,64 
131,4,20,64 
131,5,20,64 
131,6,20,64 
131,7,20,64 
131,8,20,64 
131,9,20,64 
131,10,20,64 
125,1,1,65 
125,2,1,65 
125,3,1,65 
125,4,1,65 
125,5,1,65 
125,6,1,65 
125,7,1,65 
125,8,1,65 
125,9,1,65 
125,10,1,65 
0,1,2,65 
0,2,2,65 
0,3,2,65 
0,4,2,65 
0,5,2,65 
0,6,2,65 
0,7,2,65 
0,8,2,65 
0,9,2,65 
0,10,2,65 
126,1,3,65 
126,2,3,65 
126,3,3,65 
126,4,3,65 
126,5,3,65 
126,6,3,65 
126,7,3,65 
126,8,3,65 
126,9,3,65 
126,10,3,65 
125,1,4,65 
125,2,4,65 
125,3,4,65 
125,4,4,65 
125,5,4,65 
125,6,4,65 
125,7,4,65 
125,8,4,65 
125,9,4,65 
125,10,4,65 
124,1,5,65 
124,2,5,65 
124,3,5,65 
124,4,5,65 
124,5,5,65 
124,6,5,65 
124,7,5,65 
124,8,5,65 
124,9,5,65 
124,10,5,65 
129,1,6,65 
129,2,6,65 
129,3,6,65 
129,4,6,65 
129,5,6,65 
129,6,6,65 
129,7,6,65 
129,8,6,65 
129,9,6,65 
129,10,6,65 
130,1,7,65 
130,2,7,65 
130,3,7,65 
130,4,7,65 
130,5,7,65 
130,6,7,65 
130,7,7,65 
130,8,7,65 
130,9,7,65 
130,10,7,65 
123,1,8,65 
123,2,8,65 
123,3,8,65 
123,4,8,65 
123,5,8,65 
123,6,8,65 
123,7,8,65 
123,8,8,65 
123,9,8,65 
123,10,8,65 
128,1,9,65 
128,2,9,65 
128,3,9,65 
128,4,9,65 
128,5,9,65 
128,6,9,65 
128,7,9,65 
128,8,9,65 
128,9,9,65 
128,10,9,65 
124,1,10,65 
124,2,10,65 
124,3,10,65 
124,4,10,65 
124,5,10,65 
124,6,10,65 
124,7,10,65 
124,8,10,65 
124,9,10,65 
124,10,10,65 
125,1,11,65 
125,2,11,65 
125,3,11,65 
125,4,11,65 
125,5,11,65 
125,6,11,65 
125,7,11,65 
125,8,11,65 
125,9,11,65 
125,10,11,65 
125,1,12,65 
125,2,12,65 
125,3,12,65 
125,4,12,65 
125,5,12,65 
125,6,12,65 
125,7,12,65 
125,8,12,65 
125,9,12,65 
125,10,12,65 
124,1,13,65 
124,2,13,65 
124,3,13,65 
124,4,13,65 
124,5,13,65 
124,6,13,65 
124,7,13,65 
124,8,13,65 
124,9,13,65 
124,10,13,65 
126,1,14,65 
126,2,14,65 
126,3,14,65 
126,4,14,65 
126,5,14,65 
126,6,14,65 
126,7,14,65 
126,8,14,65 
126,9,14,65 
126,10,14,65 
130,1,15,65 
130,2,15,65 
130,3,15,65 
130,4,15,65 
130,5,15,65 
130,6,15,65 
130,7,15,65 
130,8,15,65 
130,9,15,65 
130,10,15,65 
127,1,16,65 
127,2,16,65 
127,3,16,65 
127,4,16,65 
127,5,16,65 
127,6,16,65 
127,7,16,65 
127,8,16,65 
127,9,16,65 
127,10,16,65 
130,1,17,65 
130,2,17,65 
130,3,17,65 
130,4,17,65 
130,5,17,65 
130,6,17,65 
130,7,17,65 
130,8,17,65 
130,9,17,65 
130,10,17,65 
128,1,18,65 
128,2,18,65 
128,3,18,65 
128,4,18,65 
128,5,18,65 
128,6,18,65 
128,7,18,65 
128,8,18,65 
128,9,18,65 
128,10,18,65 
128,1,19,65 
128,2,19,65 
128,3,19,65 
128,4,19,65 
128,5,19,65 
128,6,19,65 
128,7,19,65 
128,8,19,65 
128,9,19,65 
128,10,19,65 
122,1,20,65 
122,2,20,65 
122,3,20,65 
122,4,20,65 
122,5,20,65 
122,6,20,65 
122,7,20,65 
122,8,20,65 
122,9,20,65 
122,10,20,65 
131,1,1,66 
131,2,1,66 
131,3,1,66 
131,4,1,66 
131,5,1,66 
131,6,1,66 
131,7,1,66 
131,8,1,66 
131,9,1,66 
131,10,1,66 
0,1,2,66 
0,2,2,66 
0,3,2,66 
0,4,2,66 
0,5,2,66 
0,6,2,66 
0,7,2,66 
0,8,2,66 
0,9,2,66 
0,10,2,66 
129,1,3,66 
129,2,3,66 
129,3,3,66 
129,4,3,66 
129,5,3,66 
129,6,3,66 
129,7,3,66 
129,8,3,66 
129,9,3,66 
129,10,3,66 
125,1,4,66 
125,2,4,66 
125,3,4,66 
125,4,4,66 
125,5,4,66 
125,6,4,66 
125,7,4,66 
125,8,4,66 
125,9,4,66 
125,10,4,66 
123,1,5,66 
123,2,5,66 
123,3,5,66 
123,4,5,66 
123,5,5,66 
123,6,5,66 
123,7,5,66 
123,8,5,66 
123,9,5,66 
123,10,5,66 
124,1,6,66 
124,2,6,66 
124,3,6,66 
124,4,6,66 
124,5,6,66 
124,6,6,66 
124,7,6,66 
124,8,6,66 
124,9,6,66 
124,10,6,66 
129,1,7,66 
129,2,7,66 
129,3,7,66 
129,4,7,66 
129,5,7,66 
129,6,7,66 
129,7,7,66 
129,8,7,66 
129,9,7,66 
129,10,7,66 
126,1,8,66 
126,2,8,66 
126,3,8,66 
126,4,8,66 
126,5,8,66 
126,6,8,66 
126,7,8,66 
126,8,8,66 
126,9,8,66 
126,10,8,66 
127,1,9,66 
127,2,9,66 
127,3,9,66 
127,4,9,66 
127,5,9,66 
127,6,9,66 
127,7,9,66 
127,8,9,66 
127,9,9,66 
127,10,9,66 
127,1,10,66 
127,2,10,66 
127,3,10,66 
127,4,10,66 
127,5,10,66 
127,6,10,66 
127,7,10,66 
127,8,10,66 
127,9,10,66 
127,10,10,66 
131,1,11,66 
131,2,11,66 
131,3,11,66 
131,4,11,66 
131,5,11,66 
131,6,11,66 
131,7,11,66 
131,8,11,66 
131,9,11,66 
131,10,11,66 
128,1,12,66 
128,2,12,66 
128,3,12,66 
128,4,12,66 
128,5,12,66 
128,6,12,66 
128,7,12,66 
128,8,12,66 
128,9,12,66 
128,10,12,66 
130,1,13,66 
130,2,13,66 
130,3,13,66 
130,4,13,66 
130,5,13,66 
130,6,13,66 
130,7,13,66 
130,8,13,66 
130,9,13,66 
130,10,13,66 
123,1,14,66 
123,2,14,66 
123,3,14,66 
123,4,14,66 
123,5,14,66 
123,6,14,66 
123,7,14,66 
123,8,14,66 
123,9,14,66 
123,10,14,66 
128,1,15,66 
128,2,15,66 
128,3,15,66 
128,4,15,66 
128,5,15,66 
128,6,15,66 
